LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,MEAN_INTENSITY_CH3,MEDIAN_INTENSITY_CH3,MIN_INTENSITY_CH3,MAX_INTENSITY_CH3,TOTAL_INTENSITY_CH3,STD_INTENSITY_CH3,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2,CONTRAST_CH3,SNR_CH3
ID1703350,1703350,12,0.10992864519357681,552.357544790117,532.3070952719746,0.0,0.0,0,13.5,1,,5.377515614156835,5.0,1.0,11.0,7749.0,2.217767819524503,3.5385149201943094,4.0,2.0,6.0,5099.0,0.6258951489274018,38.576682859125604,39.0,14.0,73.0,55589.0,12.22650174098339,0.19487055126053685,0.7908988687611439,-0.007213327503758641,-0.0821540832236267,0.12489887894646977,0.7006445023820289
ID1703342,1703342,47,0.6255984306335449,189.50908738115257,512.9034344479658,0.0,0.0,0,13.5,1,,14.05412907702984,6.0,2.0,57.0,20252.0,15.119289048816466,4.2630117973629424,4.0,2.0,11.0,6143.0,1.3847679631137855,83.76127689104788,49.0,14.0,255.0,120700.0,72.87438716747545,0.6718649878603984,0.7471079719764467,-0.29835102048810824,-2.618045273225695,0.31387981253850694,0.5491691267599317
ID1703362,1703362,10,1.1332619190216064,115.77517624991914,536.83461613091,0.0,0.0,0,13.5,1,,13.095766828591255,9.0,2.0,36.0,18871.0,10.211675785373973,18.213740458015266,13.0,3.0,49.0,26246.0,13.028392284282289,132.32616238723108,103.0,19.0,255.0,190682.0,87.71093109247948,0.6681606571315827,1.0273228245719204,0.6403098624622126,1.0914468899658605,0.6611503465597433,1.200917796754027
ID1703416,1703416,6,0.8438949584960938,565.9401073669231,584.6969794967983,0.0,0.0,0,13.5,1,,12.939625260235948,9.0,2.0,38.0,18646.0,9.78376444953155,10.75503122831367,8.0,3.0,27.0,15498.0,6.6431107810813,109.73837612768911,78.0,19.0,255.0,158133.0,77.46839125931075,0.37650006757917304,0.7234933238306688,0.4130953994989902,0.9465619714137947,0.41507479444582873,0.8310190009800709
ID1703422,1703422,34,1.2041925191879272,408.77045469245195,590.518077744001,0.0,0.0,0,13.5,1,,3.2394170714781403,3.0,1.0,6.0,4668.0,0.799479479246421,33.472588480222065,21.0,4.0,98.0,48234.0,27.12416367431868,142.78348369188063,113.0,24.0,255.0,205751.0,85.16366778360053,0.11035076788840192,0.8053871639598061,0.7764702714902996,1.0787723985143138,0.6717459339796488,1.3473746842790402
ID1703409,1703409,3,0.09151612967252731,539.4217709074445,563.3529525903887,0.0,0.0,0,13.5,1,,6.817487855655795,5.0,2.0,18.0,9824.0,4.32250243445385,3.3296321998612073,3.0,1.0,5.0,4798.0,0.6337853129904889,44.516308119361554,34.0,14.0,103.0,64148.0,22.159489232092415,0.11129101140783186,0.3159012975692003,-0.12403830067560831,-1.4878350242651228,0.02433452508617552,0.09544879581043779
ID1703413,1703413,2,0.7209644913673401,644.8483280512256,567.2336847551904,0.0,0.0,0,13.5,1,,12.481609993060374,8.0,2.0,35.0,17986.0,9.692414082129199,5.330326162387231,4.0,1.0,13.0,7681.0,2.4912018444227524,82.30048577376822,59.0,9.0,231.0,118595.0,59.55167509573781,0.6765040788930761,1.0392844972717261,0.3588289147907153,1.1300496239958118,0.6197076373557867,1.0575201002263739
ID1703414,1703414,5,0.8366172909736633,56.917405083759135,582.7566134143975,0.0,0.0,0,13.5,1,,16.94031922276197,10.0,2.0,50.0,24411.0,15.180187824859955,3.047883414295628,3.0,1.0,5.0,4392.0,0.753554560259066,92.9764052741152,54.0,9.0,255.0,133979.0,77.0023322057488,0.6021499990515278,0.8388338675096473,0.07254040959679846,0.5471167154693478,0.5359668434215253,0.8426649898502584
ID1703405,1703405,7,0.6242383718490601,564.646529978656,561.4125865079878,0.0,0.0,0,13.5,1,,12.659958362248439,9.0,2.0,33.0,18243.0,9.300215782947003,7.60235947258848,6.0,2.0,17.0,10955.0,3.907360573487578,94.38167938931298,68.0,19.0,236.0,136004.0,64.61108047136892,0.2775818652292901,0.5915229498608027,0.17145548701303473,0.5695351125216518,0.25724059363012536,0.5977668140364192
ID1703441,1703441,31,0.3381746709346771,347.32552874975744,598.2795420736045,0.0,0.0,0,13.5,1,,7.455933379597502,5.0,1.0,26.0,10744.0,5.846618904784275,3.5246356696738377,4.0,2.0,5.0,5079.0,0.6878789025201704,48.65163081193616,34.0,14.0,147.0,70107.0,30.426791906827535,0.4791977962114706,0.8262582122187413,0.04485092107905987,0.43989525197162127,0.35355064756787663,0.8353113064996991
ID1703444,1703444,33,0.9449731111526489,110.60086669685013,599.5731194618718,0.0,0.0,0,13.5,1,,14.818181818181818,8.0,2.0,50.0,21353.0,13.62056155118784,10.879944482997917,7.0,2.0,31.0,15678.0,7.982804018445875,111.03400416377515,68.0,14.0,255.0,160000.0,87.37143465065571,0.4813930171273813,0.7070650893566766,0.5443896154186185,0.9608468420623248,0.5130073809894451,0.8617853312565797
ID1703432,1703432,32,1.1631535291671753,175.9265248043464,596.3391759912037,0.0,0.0,0,13.5,1,,8.943789035392088,7.0,2.0,23.0,12888.0,6.198479143208955,24.267869535045108,17.0,3.0,67.0,34970.0,18.7597493608781,136.30811936155447,113.0,19.0,255.0,196420.0,89.1112647005424,0.5502672336441305,1.0243148833942053,0.7163565743463944,1.0798323859665533,0.66913905732644,1.2264305912950217
ID1703437,1703437,28,0.8666820526123047,82.78895284910419,596.9859646853373,0.0,0.0,0,13.5,1,,20.230395558639835,14.0,1.0,53.0,29152.0,16.31541339829655,3.344205412907703,3.0,1.0,6.0,4819.0,0.7769572575106443,110.1825121443442,78.0,9.0,255.0,158773.0,81.70774051844293,0.5135039593333185,0.8413884051951435,-0.08741230779148104,-0.8245629036857195,0.42578976665746504,0.8054140304093389
ID1703458,1703458,63,1.2905910015106201,476.0364788823491,604.7474290149407,0.0,0.0,0,13.5,1,,40.28174878556558,26.0,3.0,123.0,58046.0,36.55203302212799,3.7814018043025674,4.0,1.0,7.0,5449.0,0.8308887345099889,148.39486467730742,137.0,14.0,255.0,213837.0,93.33428690732536,0.859801622524483,1.0189629966652352,0.09828450368202085,0.8145357401892327,0.7145644360740004,1.325242149823622
ID1703497,1703497,18,0.5722675919532776,98.31188150831123,634.4997089450876,0.0,0.0,0,13.5,1,,13.356002775850104,10.0,2.0,35.0,19246.0,10.119644350908803,2.9500346981263013,3.0,1.0,5.0,4251.0,0.6293749645620071,74.84941013185288,54.0,14.0,187.0,107858.0,50.98243380757238,0.6265586511169229,1.0167946431259691,-0.03052964460858901,-0.2952125875789174,0.49953283759030215,0.978150937875679
ID1703499,1703499,20,1.159305214881897,140.99993532113058,645.4951167453593,0.0,0.0,0,13.5,1,,2.568355308813324,3.0,1.0,4.0,3701.0,0.5624333306675232,30.272727272727273,26.0,3.0,69.0,43623.0,19.39304389504523,147.12213740458014,132.0,19.0,255.0,212003.0,81.87953763429566,0.018496439922051664,0.16586038956638308,0.7517991585643502,1.3398404511681195,0.6747952013227364,1.4479145005254084
ID1703502,1703502,41,0.500819206237793,82.78895284910419,661.6648340986999,0.0,0.0,0,13.5,1,,6.791811242192922,3.0,0.0,58.0,9787.0,10.71277610083252,3.861207494795281,3.0,0.0,28.0,5564.0,4.583200111621346,47.056904927133935,24.0,0.0,255.0,67809.0,66.4210126861011,0.4507601969169389,0.39397031816062456,0.37699162867411345,0.4613013471513635,0.44096678439641,0.4336104792819697
ID1703529,1703529,64,1.4018751382827759,661.6648340986999,661.6648340986999,0.0,0.0,0,13.5,1,,14.245662734212353,0.0,0.0,63.0,20528.0,19.7216927130185,11.01526717557252,0.0,0.0,48.0,15873.0,15.174395103314128,82.80083275503122,0.0,0.0,255.0,119316.0,107.41007168467092,0.8317240326334624,0.6559755816179228,0.78373698635187,0.6379008314963156,0.7581369929225757,0.6648362178813457
ID1703528,1703528,38,0.5714051127433777,610.5685272621434,661.6648340986999,0.0,0.0,0,13.5,1,,7.848022206800833,4.0,0.0,36.0,11309.0,9.472317740515475,2.2338653712699514,3.0,0.0,7.0,3219.0,1.806659626731771,46.231089521165856,29.0,0.0,201.0,66619.0,51.772620171642004,0.6810037905352637,0.6712971413288641,0.16118387074569618,0.34326635481884843,0.5806518258991155,0.6560599976157045
ID1703526,1703526,16,0.7764570116996765,552.357544790117,661.6648340986999,0.0,0.0,0,13.5,1,,10.702290076335878,6.0,0.0,40.0,15422.0,11.862794383501775,2.451075641915337,3.0,0.0,8.0,3532.0,1.9484325667548754,61.36363636363637,39.0,0.0,216.0,88425.0,63.96700242304536,0.7377203182334775,0.7660049508136236,0.1701247884797928,0.36579414381144437,0.6392014190456522,0.748153122480075
ID1702548,1702548,50,0.20542509853839874,48.50915206002199,72.44033374296617,0.0,0.0,0,13.5,1,,4.889659958362248,4.0,1.0,12.0,7046.0,2.7329593155410077,3.1082581540596808,3.0,1.0,6.0,4479.0,0.9527415587422573,33.950728660652324,29.0,4.0,78.0,48923.0,17.499752016792765,0.35459969073677977,0.9367050626760663,0.15290577851210924,0.8653704278044828,0.33092365565406956,0.9647657336448923
ID1702528,1702528,26,1.2126609086990356,355.0869930793609,38.80732164801759,0.0,0.0,0,13.5,1,,32.83275503122832,26.0,3.0,94.0,47312.0,23.889861488054315,3.714087439278279,4.0,2.0,6.0,5352.0,0.8819974273168346,150.05968077723804,147.0,19.0,255.0,216236.0,78.2929633006561,0.7768225623650723,1.2017149412037815,0.10455507147903172,0.7972096195780664,0.6704517211391512,1.538526087658531
ID1702531,1702531,21,0.2386491745710373,305.9310523252053,41.394476424552096,0.0,0.0,0,13.5,1,,5.963219986120749,4.0,1.0,19.0,8593.0,4.115439312588663,2.9451769604441362,3.0,1.0,5.0,4244.0,0.629521963628792,38.3941707147814,29.0,9.0,103.0,55326.0,21.405868079058514,0.41712803375440916,0.8530115539985662,0.02988872801710113,0.2715486395094769,0.31197443182642226,0.8530138322553826
ID1702591,1702591,1,0.08604568988084793,333.7429661729513,113.83481016751827,0.0,0.0,0,13.5,1,,5.934073560027758,4.0,1.0,20.0,8551.0,4.478865260262378,3.5808466342817487,4.0,2.0,6.0,5160.0,0.6986253203743519,41.41082581540597,29.0,14.0,113.0,59673.0,23.1269262128296,0.32907241383687197,0.6560814469532299,-0.2828781936034465,-4.043690762359568,0.019065017369809985,0.06699791448575977
ID1702578,1702578,9,1.3432658910751343,362.84845740896446,101.54582497897935,0.0,0.0,0,13.5,1,,2.8292852185981956,3.0,1.0,5.0,4077.0,0.5109931532042618,41.84247050659265,43.0,7.0,77.0,60295.0,19.784766179595053,190.70714781401804,221.0,39.0,255.0,274809.0,72.22207465123626,-0.09568364190548523,-1.171679834545983,0.755125835358833,1.8198159301921928,0.6516121106446818,2.0835699988830982
ID1702561,1702561,45,0.1973169445991516,389.36679386844315,80.20179807256969,0.0,0.0,0,13.5,1,,7.276891047883415,5.0,2.0,20.0,10486.0,5.1206635089750705,3.2796668979875085,3.0,1.0,5.0,4726.0,0.6136719174765254,46.53712699514226,34.0,14.0,113.0,67060.0,26.087037326272494,0.4522849516689007,0.885135849804328,-0.1743925648086727,-2.2577604020597515,0.2009640767283476,0.5970259654222028
ID1702567,1702567,44,0.21716409921646118,321.4539809844124,85.3761076256387,0.0,0.0,0,13.5,1,,5.938931297709924,4.0,1.0,18.0,8558.0,4.218726930323629,3.3039555863983345,3.0,1.0,5.0,4761.0,0.6576829346049009,40.04649548924358,29.0,9.0,103.0,57707.0,21.608638396133824,0.36350081513777716,0.7505970770869544,-0.011309607574449139,-0.11493038068102332,0.23601646348541125,0.7077585967948946
ID1702609,1702609,,0.6532907485961914,661.6648340986999,126.77058405019079,0.0,0.0,0,13.5,1,,4.794587092297016,3.0,0.0,21.0,6909.0,5.639838316444804,5.916724496877169,4.0,0.0,24.0,8526.0,6.770340081501388,49.31367106176266,29.0,0.0,211.0,71061.0,59.39271502208421,0.5861622619022434,0.6283256588252036,0.5778627280340832,0.6401125247369575,0.6378976653212255,0.6467380304915642
ID1702596,1702596,0,0.7023980617523193,405.5365112217838,117.0687536381864,0.0,0.0,0,13.5,1,,14.952810548230396,13.0,2.0,33.0,21547.0,9.27402252700762,4.971547536433032,5.0,2.0,8.0,7164.0,1.3138771740417396,92.73074253990285,83.0,19.0,196.0,133625.0,51.331747324697595,0.666893771406989,1.2901298315390608,0.16004949733583404,1.044106065217489,0.5497872084471234,1.2817113919967358
ID1702647,1702647,48,0.9745397567749023,613.1556820386779,168.8118491688765,0.0,0.0,0,13.5,1,,10.238723108952117,6.0,2.0,33.0,14754.0,8.615952551425577,13.816793893129772,8.0,2.0,43.0,19910.0,11.211899481868317,106.51630811936155,68.0,14.0,255.0,153490.0,84.60269017737811,0.6031856026598166,0.894210279822045,0.5997285091540642,0.9239883363694791,0.6327690944340965,0.9758485385576184
ID1702710,1702710,13,0.35537058115005493,408.1236659983183,194.03660824008796,0.0,0.0,0,13.5,1,,8.292852185981957,5.0,2.0,26.0,11950.0,6.552693274604903,3.6731436502428867,4.0,2.0,6.0,5293.0,0.6492787982234591,53.51561415683553,39.0,14.0,147.0,77116.0,33.43081473856646,0.4839683038137897,0.825479657575881,0.031070256003209347,0.3409520141349248,0.3515212265788144,0.8327070328964158
ID1702745,1702745,4,1.0011932849884033,596.9859646853373,214.733846452364,0.0,0.0,0,13.5,1,,10.98056904927134,6.0,2.0,35.0,15823.0,9.443084474798507,13.003469812630119,8.0,2.0,38.0,18738.0,10.267768564073354,106.14295628036086,64.0,14.0,255.0,152952.0,84.10537599661608,0.5850443943167488,0.8583973338714365,0.5824371981796309,0.9322573136048347,0.612308811833372,0.9585608785055426
ID1702806,1702806,25,0.49243468046188354,422.99980596339174,228.96319772330378,0.0,0.0,0,13.5,1,,11.8147120055517,8.0,2.0,40.0,17025.0,8.926378204570396,3.9292158223455935,4.0,2.0,6.0,5662.0,0.7005850798317194,72.14573213046495,54.0,19.0,216.0,103962.0,45.54071283121762,0.5901455815815367,0.9824266272153964,0.04908817328797892,0.5248556489187578,0.4548548851021908,0.9905901452506383
ID1702796,1702796,23,0.5357710719108582,25.87154776534506,225.082465558502,0.0,0.0,0,13.5,1,,2.2505204718945175,2.0,1.0,4.0,3243.0,0.5045364412879932,14.36294240111034,14.0,3.0,31.0,20697.0,7.8182115177490035,76.45038167938931,73.0,14.0,157.0,110165.0,38.827026511199996,-0.1268581453966761,-1.2961461522823852,0.6030255392433607,1.3821693648447007,0.4888920590337157,1.2930796914573581
ID1702784,1702784,60,0.6304243803024292,561.4125865079878,222.4953107819675,0.0,0.0,0,13.5,1,,12.935461485079806,7.0,2.0,44.0,18640.0,11.348121415695026,3.515614156835531,4.0,2.0,6.0,5066.0,0.6810422371625982,75.5940319222762,49.0,14.0,241.0,108931.0,57.35748951310729,0.6380426962571705,0.8879989926281745,0.03441473270171379,0.34348427277736515,0.5074741740876727,0.8873428124600289
ID1702841,1702841,14,0.664136528968811,0.0,250.95401332384708,0.0,0.0,0,13.5,1,,7.969465648854962,5.0,0.0,26.0,11484.0,8.052891841192059,5.208188757807078,4.0,0.0,16.0,7505.0,4.759022379521879,61.482997918112424,39.0,0.0,182.0,88597.0,60.85217649632252,0.6558146341138947,0.7839289797854229,0.40669972719734354,0.6328072441900946,0.5878369566283551,0.7481004144757927
ID1702834,1702834,19,0.8036158084869385,528.4263631071728,247.0732811590453,0.0,0.0,0,13.5,1,,15.097848716169327,7.0,2.0,56.0,21756.0,15.051744161830829,3.7258848022206803,4.0,2.0,6.0,5369.0,0.7334869615960284,86.55447605829285,49.0,19.0,255.0,124725.0,74.23809282391049,0.6798007742391557,0.8118618141280692,0.053128885894540775,0.5125263572853895,0.5498527608652544,0.8272726943539662
ID1702817,1702817,22,0.939744770526886,120.94948580298815,239.3118168294418,0.0,0.0,0,13.5,1,,3.3282442748091605,3.0,1.0,20.0,4796.0,1.859611006593563,23.20263705759889,15.0,3.0,62.0,33435.0,17.607188201823497,121.99444829979181,93.0,19.0,255.0,175794.0,80.62859791966191,-0.37188613533043147,-2.1193109822635443,0.7054288320183854,1.0901768138313528,0.4330150343127798,0.9143936128902166
ID1702869,1702869,37,1.0571695566177368,130.65131621499256,273.591617618524,0.0,0.0,0,13.5,1,,28.008327550312284,25.0,3.0,64.0,40360.0,19.304502570453376,6.380985426786953,5.0,2.0,14.0,9195.0,2.826442478419682,150.99306037473977,147.0,19.0,255.0,217581.0,87.91666639259034,0.6050087988425451,1.0938123691562842,0.22982949189828136,0.8437979199667122,0.524147191203885,1.1812508222539377
ID1705154,1705154,21,0.2481163889169693,305.9310523252053,34.92658948321583,0.0,20.420366287231445,1,13.5,1,,6.049965301873699,4.0,2.0,21.0,8718.0,4.699763772008561,2.9798750867453156,3.0,1.0,5.0,4294.0,0.614871473423746,38.9882026370576,29.0,9.0,118.0,56182.0,24.325580948938416,0.4134305314680623,0.7530692731382163,0.029361566036574478,0.2764744336521814,0.30852248308387875,0.7557977909350805
ID1705157,1705157,26,1.193588137626648,355.0869930793609,40.100899036284844,0.0,20.420366287231445,1,13.5,1,,32.01804302567661,26.0,3.0,90.0,46138.0,23.335498870957984,3.7897293546148507,4.0,2.0,7.0,5461.0,0.8972519753423615,148.26717557251908,142.0,19.0,255.0,213653.0,79.01599757769135,0.7562244876778298,1.1816215360766704,0.09700101523065965,0.7469525572771452,0.6474008698427484,1.4748028573274188
ID1705202,1705202,50,0.21800954639911652,49.155940754155615,71.79354504883254,0.0,20.420366287231445,1,13.5,1,,4.949340735600278,4.0,1.0,12.0,7132.0,2.8300596128510827,3.311589174184594,3.0,0.0,7.0,4772.0,1.0785459800606223,35.23941707147814,29.0,4.0,78.0,50780.0,18.629993758392317,0.3519720487286057,0.910588641822137,0.1729433384628856,0.9054293963800137,0.33542760598585053,0.9502206295028882
ID1705239,1705239,9,1.3487319946289062,361.5548800206972,101.54582497897935,0.0,20.420366287231445,1,13.5,1,,2.8653712699514227,3.0,1.0,5.0,4129.0,0.5095491105778528,41.47467036780014,44.0,7.0,74.0,59765.0,19.104561073144737,191.4469118667592,226.0,39.0,255.0,275875.0,71.76138212447779,-0.07292653338728891,-0.8847004902650234,0.7489588897700605,1.8593204808984263,0.6525417420537785,2.106897588922372
ID1705229,1705229,44,0.2288428097963333,319.5136149020115,83.43574154323782,0.0,20.420366287231445,1,13.5,1,,6.063844552394171,4.0,2.0,18.0,8738.0,4.180155358388448,3.3074253990284523,3.0,1.0,5.0,4766.0,0.6251725029888511,40.68771686328938,29.0,9.0,103.0,58631.0,21.458510882574164,0.38946166010148575,0.8132119939722822,0.002311340749621905,0.02439953313504906,0.26220145451162064,0.7877713022695241
ID1705220,1705220,45,0.238807812333107,390.0135825625768,80.20179807256969,0.0,20.420366287231445,1,13.5,1,,7.454545454545454,5.0,2.0,23.0,10742.0,5.429425532794571,3.330326162387231,3.0,2.0,5.0,4799.0,0.6195679199515675,47.673837612768914,34.0,14.0,128.0,68698.0,27.53163210641634,0.45039438871809245,0.8527154703627645,-0.11245784270111447,-1.3621614942242424,0.24434685700314177,0.6800540836299048
ID1705256,1705256,0,0.7184303402900696,404.8897225276502,117.0687536381864,0.0,20.420366287231445,1,13.5,1,,15.04441360166551,13.0,2.0,33.0,21679.0,9.150256429675334,5.124219292158223,5.0,2.0,9.0,7384.0,1.3856318120425202,93.93615544760583,83.0,19.0,196.0,135362.0,51.094398789976566,0.6650362137980794,1.3133897011768771,0.1796321175842659,1.126282298397389,0.5541151644264667,1.311010957446521
